TotalOrders,TotalSpent,AvgOrderValue,TotalTransactions,FirstPurchase,LastPurchase,TotalItems,CustomerLifespan,Recency
5,525.54,5.31,99,2019-06-07 11:35:00,2019-12-06 13:18:00,239,182,0
1,145.93,3.24,45,2018-12-06 12:06:00,2018-12-06 12:06:00,62,0,366
1,219.14,3.18,69,2019-10-04 12:15:00,2019-10-04 12:15:00,102,0,64
2,289.78,7.83,37,2019-01-28 11:52:00,2019-02-11 15:02:00,73,14,298
3,508.81,3.14,162,2018-12-04 12:23:00,2019-11-11 15:44:00,419,342,25
6,1281.56,10.25,125,2018-12-12 13:11:00,2019-11-30 12:03:00,522,352,7
3,887.11,11.23,79,2019-10-05 13:17:00,2019-11-21 10:32:00,833,46,16
1,1706.88,38.79,44,2019-08-13 14:17:00,2019-08-13 14:17:00,629,0,115
1,373.24,6.22,60,2019-11-08 15:32:00,2019-11-08 15:32:00,262,0,28
16,3754.27,5.29,710,2018-12-05 13:29:00,2019-12-03 13:10:00,2034,362,3
7,3102.43,14.92,208,2018-12-01 10:43:00,2019-12-02 14:01:00,1408,366,4
4,579.77,6.23,93,2019-04-03 12:30:00,2019-09-17 11:49:00,281,166,81
5,981.65,6.5,151,2018-12-07 16:52:00,2019-11-08 18:04:00,298,336,28
1,379.14,21.06,18,2019-09-26 16:45:00,2019-09-26 16:45:00,436,0,71
8,1510.06,2.76,547,2019-09-07 14:14:00,2019-12-03 12:51:00,886,86,3
11,2575.38,25.5,101,2019-01-18 15:42:00,2019-11-09 12:18:00,1029,294,28
1,113.44,14.18,8,2019-02-20 12:56:00,2019-02-20 12:56:00,82,0,289
1,208.46,5.49,38,2019-11-01 15:27:00,2019-11-01 15:27:00,121,0,35
6,621.68,10.91,57,2019-02-27 09:52:00,2019-11-28 16:39:00,132,274,8
2,576.26,4.03,143,2018-11-30 13:14:00,2019-11-14 12:08:00,440,348,23
1,391.52,43.5,9,2019-03-06 11:55:00,2019-03-06 11:55:00,232,0,276
6,1068.82,8.35,128,2019-01-24 17:37:00,2019-10-19 12:50:00,721,267,49
11,2596.45,7.94,327,2018-12-04 12:52:00,2019-07-04 13:35:00,1413,212,155
1,169.79,2.83,60,2019-10-07 16:22:00,2019-10-07 16:22:00,171,0,60
19,7247.61,10.79,672,2018-12-10 11:06:00,2019-11-25 13:00:00,3417,350,11
3,846.75,10.2,83,2019-09-14 12:54:00,2019-11-16 12:53:00,493,62,20
1,230.25,16.45,14,2018-12-01 13:42:00,2018-12-01 13:42:00,35,0,370
3,543.05,90.51,6,2018-12-11 11:57:00,2019-08-14 11:10:00,993,245,115
17,2847.6,13.62,209,2018-11-29 15:21:00,2019-09-18 15:10:00,2114,292,79
7,1295.39,16.82,77,2019-07-05 12:39:00,2019-12-04 08:37:00,929,151,3
3,380.55,7.05,54,2019-09-30 14:25:00,2019-11-11 16:13:00,341,42,25
21,4604.22,5.13,898,2018-12-03 11:40:00,2019-12-02 13:15:00,3158,364,4
1,161.94,3.06,53,2019-10-15 14:12:00,2019-10-15 14:12:00,87,0,52
2,563.23,12.8,44,2019-04-12 13:33:00,2019-12-06 12:54:00,288,237,0
2,950.93,15.34,62,2019-10-14 12:25:00,2019-10-14 12:40:00,399,0,54
1,262.68,4.61,57,2019-11-12 11:04:00,2019-11-12 11:04:00,173,0,25
4,2736.38,11.35,241,2019-02-02 09:34:00,2019-11-29 10:20:00,2540,300,8
3,3049.88,10.0,305,2019-02-21 12:27:00,2019-10-16 13:15:00,2169,237,51
9,1920.59,6.83,281,2019-04-24 11:59:00,2019-11-25 12:40:00,811,215,12
3,816.73,24.75,33,2019-01-23 14:00:00,2019-05-10 11:57:00,145,106,211
19,4345.5,17.45,249,2018-12-14 17:49:00,2019-11-16 11:39:00,2725,336,21
1,406.48,19.36,21,2019-04-16 09:38:00,2019-04-16 09:38:00,312,0,235
3,435.02,22.9,19,2019-01-16 10:58:00,2019-07-22 12:46:00,1614,187,138
6,1286.27,21.44,60,2019-01-25 12:11:00,2019-12-04 11:07:00,791,312,3
3,1178.56,28.06,42,2018-12-05 15:20:00,2019-10-12 09:06:00,644,310,56
3,1277.75,14.86,86,2019-02-06 14:58:00,2019-07-26 12:05:00,1318,169,134
2,167.61,10.48,16,2019-08-20 12:58:00,2019-08-20 13:03:00,92,0,108
1,20.8,20.8,1,2019-11-07 15:54:00,2019-11-07 15:54:00,10,0,29
9,2085.08,38.61,54,2018-12-13 10:41:00,2019-12-07 09:46:00,1054,358,0
4,518.67,20.75,25,2018-11-29 13:31:00,2019-06-06 10:36:00,266,188,184
1,308.74,19.3,16,2019-11-20 08:56:00,2019-11-20 08:56:00,114,0,17
2,416.64,26.04,16,2019-03-01 09:25:00,2019-04-12 13:56:00,172,42,238
1,117.35,16.76,7,2019-09-11 15:03:00,2019-09-11 15:03:00,49,0,86
3,507.05,5.02,101,2019-03-30 11:54:00,2019-10-30 11:35:00,304,213,38
1,234.17,16.73,14,2019-08-13 13:46:00,2019-08-13 13:46:00,125,0,115
1,110.55,15.79,7,2019-06-03 13:48:00,2019-06-03 13:48:00,35,0,186
1,201.19,7.74,26,2019-04-25 12:08:00,2019-04-25 12:08:00,291,0,226
7,2154.97,76.96,28,2019-04-11 14:17:00,2019-11-29 13:40:00,1981,231,7
1,319.02,15.19,21,2019-06-01 14:24:00,2019-06-01 14:24:00,333,0,188
2,439.43,14.18,31,2019-08-22 10:51:00,2019-12-03 15:02:00,326,103,3
3,650.41,15.49,42,2019-05-30 12:10:00,2019-10-29 13:12:00,816,152,38
1,357.21,8.71,41,2019-10-30 15:06:00,2019-10-30 15:06:00,72,0,37
1,251.52,125.76,2,2019-03-15 16:33:00,2019-03-15 16:33:00,88,0,266
1,344.33,8.83,39,2019-09-21 12:50:00,2019-09-21 12:50:00,166,0,77
6,1852.0,20.81,89,2019-02-13 09:20:00,2019-12-04 12:21:00,865,294,3
2,1078.96,12.4,87,2019-02-19 12:58:00,2019-03-27 16:36:00,788,36,254
1,384.06,17.46,22,2019-10-08 12:28:00,2019-10-08 12:28:00,182,0,60
7,1931.25,13.05,148,2018-12-03 12:34:00,2019-11-25 12:10:00,1379,356,12
2,4481.35,11.01,407,2019-07-30 17:37:00,2019-09-10 13:43:00,2423,41,87
10,5464.12,45.53,120,2018-12-14 10:38:00,2019-11-20 13:33:00,1832,341,16
2,1873.2,624.4,3,2019-11-07 15:52:00,2019-11-08 11:55:00,1040,0,29
7,1625.05,12.6,129,2019-05-16 15:55:00,2019-12-04 17:26:00,402,202,2
1,126.12,18.02,7,2019-12-02 16:02:00,2019-12-02 16:02:00,43,0,4
6,1133.25,94.44,12,2019-07-10 09:11:00,2019-11-30 16:39:00,1233,143,6
1,179.0,179.0,1,2019-05-03 08:30:00,2019-05-03 08:30:00,100,0,218
5,1614.31,17.36,93,2019-02-26 10:37:00,2019-11-27 11:50:00,860,274,10
6,1456.96,39.38,37,2018-12-19 13:22:00,2019-11-07 16:43:00,544,323,29
3,702.0,58.5,12,2019-01-16 11:51:00,2019-02-22 17:28:00,360,37,287
4,295.0,73.75,4,2019-02-06 15:42:00,2019-07-11 09:44:00,76,154,149
2,484.82,21.08,23,2019-09-24 15:43:00,2019-11-14 13:53:00,294,50,22
11,3989.57,23.61,169,2018-12-14 09:35:00,2019-12-07 09:38:00,2164,358,0
3,1493.73,30.48,49,2019-02-20 11:46:00,2019-09-13 12:40:00,679,205,85
2,1412.94,32.11,44,2019-09-06 12:16:00,2019-10-22 14:25:00,819,46,45
4,781.78,17.77,44,2019-09-23 12:15:00,2019-12-03 12:09:00,272,70,4
6,889.93,17.11,52,2018-12-15 13:57:00,2019-10-18 10:47:00,597,306,50
1,195.36,17.76,11,2019-11-19 14:49:00,2019-11-19 14:49:00,118,0,17
1,270.9,18.06,15,2019-11-07 13:30:00,2019-11-07 13:30:00,186,0,29
3,586.33,7.92,74,2019-10-02 11:36:00,2019-11-29 14:09:00,245,58,7
3,1842.56,8.49,217,2019-06-05 13:19:00,2019-11-09 10:45:00,1981,156,28
20,8694.26,34.5,252,2018-11-30 10:17:00,2019-12-05 09:32:00,6673,369,2
2,920.1,57.51,16,2019-01-16 08:46:00,2019-10-28 11:42:00,176,285,40
4,1272.61,5.44,234,2018-12-04 12:55:00,2019-11-26 13:06:00,827,357,10
1,71.0,10.14,7,2019-11-06 17:09:00,2019-11-06 17:09:00,108,0,30
3,95.85,31.95,3,2019-07-03 09:31:00,2019-10-23 13:47:00,69,112,44
3,357.77,39.75,9,2018-11-29 15:45:00,2019-10-08 09:06:00,235,312,60
2,154.83,38.71,4,2018-12-03 12:47:00,2019-06-05 14:28:00,97,184,184
6,890.29,5.82,153,2019-01-24 14:19:00,2019-09-20 12:24:00,421,238,78
2,716.0,358.0,2,2019-04-15 10:57:00,2019-08-19 11:06:00,400,126,110
1,146.87,13.35,11,2019-10-05 08:49:00,2019-10-05 08:49:00,146,0,63
2,380.35,17.29,22,2019-07-06 09:38:00,2019-11-26 10:23:00,235,143,11
3,1030.14,36.79,28,2018-12-13 13:21:00,2019-09-12 14:34:00,750,273,85
3,745.52,24.85,30,2019-02-23 10:10:00,2019-11-21 15:14:00,410,271,15
2,433.53,15.48,28,2019-01-30 12:27:00,2019-04-06 11:23:00,229,65,245
1,1267.32,16.9,75,2019-09-11 12:49:00,2019-09-11 12:49:00,656,0,87
1,112.4,5.11,22,2019-11-07 13:50:00,2019-11-07 13:50:00,28,0,29
1,449.73,29.98,15,2019-07-23 10:19:00,2019-07-23 10:19:00,181,0,137
3,1081.57,15.45,70,2018-12-12 11:43:00,2019-11-11 11:21:00,951,333,26
5,1044.38,10.66,98,2019-04-04 14:53:00,2019-12-05 12:26:00,994,244,2
4,1735.18,17.01,102,2019-03-16 14:53:00,2019-11-05 15:33:00,998,234,31
1,948.48,158.08,6,2019-11-12 14:28:00,2019-11-12 14:28:00,504,0,24
3,339.44,15.43,22,2019-04-04 12:08:00,2019-08-16 17:09:00,106,134,112
1,642.02,29.18,22,2019-07-03 14:24:00,2019-07-03 14:24:00,510,0,156
3,1100.9,16.94,65,2019-05-16 16:50:00,2019-09-13 13:27:00,533,119,84
3,925.35,21.52,43,2019-01-10 16:51:00,2019-08-12 11:49:00,485,213,117
9,5659.98,17.8,318,2019-03-07 08:33:00,2019-12-05 10:48:00,2676,273,2
6,3228.84,10.22,316,2019-02-11 12:41:00,2019-09-02 13:48:00,1614,203,95
1,247.14,5.75,43,2019-05-27 14:13:00,2019-05-27 14:13:00,184,0,193
1,413.75,4.5,92,2019-11-09 14:50:00,2019-11-09 14:50:00,261,0,27
1,498.48,38.34,13,2019-07-30 10:23:00,2019-07-30 10:23:00,122,0,130
5,1356.33,16.34,83,2019-04-06 13:14:00,2019-11-09 12:56:00,804,216,27
3,1179.89,19.03,62,2019-04-12 09:18:00,2019-09-17 10:13:00,592,158,81
5,3095.04,6.0,516,2018-12-03 12:35:00,2019-11-08 12:27:00,1855,339,29
1,234.24,46.85,5,2019-03-16 13:27:00,2019-03-16 13:27:00,216,0,265
11,5232.23,52.85,99,2019-04-19 13:29:00,2019-09-25 11:24:00,1526,158,73
4,538.37,7.69,70,2018-12-03 11:59:00,2019-01-28 11:01:00,430,55,313
7,1461.14,18.73,78,2019-02-21 13:44:00,2019-11-16 16:19:00,770,268,20
3,859.35,13.86,62,2019-01-14 16:10:00,2019-10-10 10:18:00,318,268,58
21,4552.14,15.38,296,2018-12-04 13:58:00,2019-11-25 13:14:00,2164,355,11
9,2709.7,18.95,143,2018-11-29 16:49:00,2019-11-09 17:13:00,1506,345,27
1,312.14,4.88,64,2019-08-15 17:01:00,2019-08-15 17:01:00,133,0,113
9,2429.03,17.35,140,2019-02-01 08:18:00,2019-11-09 16:31:00,1197,281,27
4,1446.09,8.31,174,2019-08-20 14:37:00,2019-11-20 11:47:00,759,91,17
4,834.12,10.83,77,2019-01-24 13:20:00,2019-11-20 11:58:00,292,299,17
3,841.08,33.64,25,2018-12-08 10:08:00,2019-11-01 17:53:00,295,328,35
2,378.2,13.51,28,2019-11-01 18:49:00,2019-11-01 19:17:00,788,0,35
1,118.8,59.4,2,2019-09-20 15:34:00,2019-09-20 15:34:00,24,0,77
2,287.62,35.95,8,2019-03-13 12:05:00,2019-11-15 12:59:00,166,247,21
2,290.16,4.53,64,2019-10-22 13:08:00,2019-11-12 12:56:00,78,20,24
2,2003.85,24.74,81,2019-01-23 14:36:00,2019-11-04 15:17:00,1049,285,32
3,1405.78,27.03,52,2019-02-07 11:38:00,2019-08-20 15:43:00,772,194,108
2,2949.75,18.21,162,2019-11-02 14:49:00,2019-11-02 14:54:00,1816,0,34
5,1566.65,8.38,187,2018-12-10 12:24:00,2019-08-06 14:15:00,786,239,122
6,2050.08,21.36,96,2019-10-05 11:22:00,2019-11-30 13:54:00,1859,56,6
4,1991.01,17.31,115,2019-03-29 09:48:00,2019-11-09 14:23:00,868,225,27
7,2043.95,32.44,63,2018-12-18 13:52:00,2019-12-03 13:44:00,921,349,3
9,3827.76,19.63,195,2018-12-05 09:55:00,2019-12-05 10:43:00,1746,365,2
4,1777.78,14.22,125,2019-03-05 14:51:00,2019-10-18 19:51:00,1131,227,49
1,302.0,21.57,14,2019-01-19 13:09:00,2019-01-19 13:09:00,152,0,321
3,1324.16,17.89,74,2019-01-07 11:05:00,2019-11-15 12:21:00,618,312,22
4,1022.13,21.29,48,2019-03-21 12:05:00,2019-11-22 15:01:00,339,246,14
8,954.42,4.52,211,2018-12-07 14:55:00,2019-12-05 17:05:00,459,363,1
2,971.74,14.95,65,2019-11-19 16:36:00,2019-11-19 16:36:00,800,0,17
4,1621.73,38.61,42,2019-06-12 14:49:00,2019-11-27 13:57:00,815,167,9
1,25.5,25.5,1,2019-03-21 10:08:00,2019-03-21 10:08:00,2,0,261
2,665.78,7.4,90,2019-02-04 14:46:00,2019-07-01 15:53:00,693,147,158
6,10815.43,25.87,418,2019-03-04 15:17:00,2019-11-04 14:14:00,4837,244,32
6,885.04,7.56,117,2019-04-19 15:46:00,2019-11-08 16:59:00,589,203,28
1,163.3,13.61,12,2019-06-25 12:58:00,2019-06-25 12:58:00,50,0,164
1,248.61,8.29,30,2019-10-21 15:59:00,2019-10-21 15:59:00,302,0,46
8,808.62,6.37,127,2019-01-07 11:39:00,2019-12-02 12:17:00,219,329,5
3,837.5,21.47,39,2019-04-18 14:46:00,2019-11-29 14:30:00,372,224,7
1,116.2,12.91,9,2019-02-22 13:54:00,2019-02-22 13:54:00,68,0,287
1,157.02,15.7,10,2019-01-24 12:19:00,2019-01-24 12:19:00,154,0,317
2,606.91,17.34,35,2019-10-09 11:03:00,2019-12-04 14:40:00,334,56,2
1,307.46,17.08,18,2019-04-18 15:21:00,2019-04-18 15:21:00,120,0,232
1,138.32,19.76,7,2019-08-10 14:33:00,2019-08-10 14:33:00,80,0,118
1,345.3,38.37,9,2019-06-29 10:47:00,2019-06-29 10:47:00,246,0,161
1,298.89,9.34,32,2019-06-05 14:02:00,2019-06-05 14:02:00,130,0,184
1,259.35,6.48,40,2019-10-18 14:41:00,2019-10-18 14:41:00,291,0,49
5,1004.75,3.86,260,2018-12-10 11:26:00,2019-07-08 13:52:00,792,210,151
1,157.09,11.22,14,2019-01-07 12:02:00,2019-01-07 12:02:00,76,0,334
5,2463.17,18.38,134,2019-09-23 12:42:00,2019-12-02 12:52:00,983,70,4
7,4892.24,181.19,27,2019-03-16 13:47:00,2019-11-22 12:27:00,2730,250,15
2,425.0,17.71,24,2019-03-18 11:56:00,2019-08-23 09:53:00,102,157,106
7,1139.73,21.92,52,2018-12-01 09:31:00,2019-11-21 16:48:00,1224,355,15
1,380.5,15.85,24,2019-03-07 11:54:00,2019-03-07 11:54:00,126,0,275
12,10668.47,22.32,478,2019-02-22 09:32:00,2019-11-22 10:12:00,5182,273,15
1,465.32,23.27,20,2019-04-04 13:33:00,2019-04-04 13:33:00,302,0,246
1,579.0,38.6,15,2019-04-12 18:22:00,2019-04-12 18:22:00,81,0,238
2,984.57,20.51,48,2019-09-14 12:50:00,2019-12-06 17:57:00,483,83,0
3,749.78,21.42,35,2018-12-14 12:20:00,2019-08-24 12:44:00,212,253,105
4,1714.59,21.17,81,2019-01-30 09:36:00,2019-11-15 12:32:00,882,289,22
1,124.88,13.88,9,2019-10-17 09:59:00,2019-10-17 09:59:00,82,0,51
3,1689.5,120.68,14,2019-03-19 16:20:00,2019-05-27 12:19:00,517,68,194
1,213.78,15.27,14,2019-11-13 13:42:00,2019-11-13 13:42:00,104,0,23
1,329.34,14.32,23,2019-09-23 13:42:00,2019-09-23 13:42:00,490,0,74
2,251.7,12.58,20,2019-06-13 10:22:00,2019-11-20 12:38:00,242,160,17
2,319.0,24.54,13,2019-06-14 15:08:00,2019-11-30 09:10:00,172,168,7
3,1266.97,18.91,67,2018-12-12 13:03:00,2019-11-05 15:15:00,778,328,31
3,1538.88,15.24,101,2019-06-19 09:49:00,2019-11-16 10:52:00,1111,150,21
6,3518.03,15.36,229,2019-04-10 12:00:00,2019-11-06 14:05:00,2856,210,30
10,1715.46,16.49,104,2019-02-05 12:27:00,2019-11-09 11:34:00,1001,276,28
2,293.1,58.62,5,2019-09-20 15:54:00,2019-11-16 08:57:00,66,56,21
7,2467.35,17.13,144,2019-03-09 14:26:00,2019-11-05 09:14:00,1501,240,32
1,158.68,15.87,10,2019-02-26 16:39:00,2019-02-26 16:39:00,100,0,283
2,206.34,17.2,12,2019-05-18 08:18:00,2019-10-30 09:46:00,78,165,38
2,835.78,15.48,54,2019-06-07 13:16:00,2019-10-11 10:25:00,526,125,57
1,224.91,14.06,16,2019-02-21 16:37:00,2019-02-21 16:37:00,185,0,288
1,317.76,21.18,15,2019-09-20 09:36:00,2019-09-20 09:36:00,480,0,78
8,3766.6,43.8,86,2019-07-29 15:26:00,2019-12-02 14:40:00,1122,125,4
1,59.9,14.98,4,2019-05-04 11:47:00,2019-05-04 11:47:00,41,0,217
4,1443.69,22.92,63,2019-02-14 14:56:00,2019-10-24 15:31:00,866,252,43
1,306.13,20.41,15,2019-05-20 12:41:00,2019-05-20 12:41:00,170,0,201
3,711.79,8.9,80,2018-12-11 14:24:00,2019-06-12 16:48:00,290,183,177
4,796.03,6.22,128,2019-01-25 18:05:00,2019-10-12 15:46:00,683,259,55
2,239.92,10.43,23,2018-11-29 12:38:00,2019-10-11 14:48:00,241,316,56
6,3347.31,45.85,73,2019-08-24 15:25:00,2019-11-30 10:07:00,1296,97,7
2,144.0,72.0,2,2019-10-08 12:52:00,2019-10-22 10:20:00,200,13,46
1,203.95,20.4,10,2019-04-25 12:39:00,2019-04-25 12:39:00,144,0,226
7,2474.23,29.46,84,2018-12-10 12:56:00,2019-11-26 13:53:00,1328,351,10
2,384.4,6.3,61,2018-12-13 17:28:00,2019-08-23 19:39:00,227,253,105
2,444.74,23.41,19,2019-05-14 15:29:00,2019-10-10 11:33:00,161,148,58
7,2095.13,8.84,237,2018-12-04 14:36:00,2019-11-09 16:58:00,1167,340,27
7,1699.3,53.1,32,2019-06-14 10:04:00,2019-11-02 12:47:00,1254,141,35
2,262.62,9.06,29,2018-12-12 12:06:00,2019-03-09 12:05:00,119,86,273
1,1013.01,34.93,29,2019-11-08 10:32:00,2019-11-08 10:32:00,191,0,29
3,692.22,7.21,96,2018-12-01 14:54:00,2019-11-14 10:39:00,357,347,23
1,342.63,8.57,40,2019-10-15 11:55:00,2019-10-15 11:55:00,268,0,53
6,3563.85,23.45,152,2019-10-08 14:37:00,2019-11-02 12:27:00,2850,24,35
4,1564.56,27.45,57,2019-03-19 12:42:00,2019-06-15 14:46:00,646,88,174
1,384.08,29.54,13,2019-10-15 12:46:00,2019-10-15 12:46:00,884,0,53
1,204.24,29.18,7,2019-10-15 13:25:00,2019-10-15 13:25:00,76,0,52
8,2317.22,10.98,211,2018-12-03 12:44:00,2019-11-11 12:03:00,1323,342,26
1,226.85,56.71,4,2019-03-29 19:42:00,2019-03-29 19:42:00,147,0,252
7,2781.23,17.71,157,2018-12-06 13:03:00,2019-10-28 14:53:00,1176,326,39
6,1069.12,10.38,103,2018-12-13 15:14:00,2019-10-08 13:17:00,276,298,59
1,113.5,12.61,9,2019-04-17 17:19:00,2019-04-17 17:19:00,24,0,233
10,1960.72,7.16,274,2018-12-04 15:25:00,2019-12-03 13:52:00,958,363,3
1,114.23,4.57,25,2019-11-06 11:25:00,2019-11-06 11:25:00,89,0,31
14,3198.25,6.78,472,2018-12-08 14:54:00,2019-11-13 13:47:00,1905,339,23
2,335.13,5.32,63,2019-11-01 17:39:00,2019-11-30 13:35:00,288,28,6
1,354.15,12.65,28,2019-10-03 13:58:00,2019-10-03 13:58:00,128,0,64
2,426.79,8.71,49,2018-12-04 14:08:00,2019-01-31 15:57:00,112,58,309
1,393.49,18.74,21,2019-02-02 11:52:00,2019-02-02 11:52:00,406,0,308
6,939.32,19.99,47,2018-12-04 11:16:00,2019-11-19 10:51:00,741,349,18
8,1906.09,9.16,208,2018-11-30 16:00:00,2019-11-22 10:24:00,1532,356,15
2,318.76,6.78,47,2019-07-18 12:38:00,2019-09-02 13:56:00,185,46,95
8,3638.41,52.73,69,2018-12-13 11:22:00,2019-03-18 16:12:00,1651,95,263
10,3174.32,5.87,541,2018-12-11 14:16:00,2019-11-25 15:18:00,1742,349,11
2,421.52,11.71,36,2019-11-23 12:24:00,2019-12-05 12:21:00,203,11,2
1,190.88,7.64,25,2019-11-02 14:06:00,2019-11-02 14:06:00,131,0,34
1,149.89,10.71,14,2019-06-08 11:20:00,2019-06-08 11:20:00,55,0,182
2,550.06,18.97,29,2018-11-30 13:38:00,2019-11-12 15:51:00,224,347,24
6,916.13,8.73,105,2018-12-10 11:49:00,2019-11-25 12:00:00,474,350,12
2,314.69,16.56,19,2019-11-15 12:55:00,2019-11-26 15:02:00,105,11,10
17,3744.65,6.62,566,2018-12-01 15:05:00,2019-12-05 11:35:00,1822,368,2
1,382.5,25.5,15,2019-01-29 09:41:00,2019-01-29 09:41:00,150,0,312
2,1135.04,28.38,40,2019-06-10 13:04:00,2019-08-21 14:55:00,611,72,107
26,8676.85,21.69,400,2018-12-03 10:03:00,2019-12-06 13:26:00,3370,368,0
1,954.9,30.8,31,2019-10-15 15:19:00,2019-10-15 15:19:00,616,0,52
1,171.45,19.05,9,2019-05-17 10:43:00,2019-05-17 10:43:00,75,0,204
1,282.19,5.13,55,2019-11-22 15:21:00,2019-11-22 15:21:00,106,0,14
1,318.65,4.62,69,2019-08-09 13:34:00,2019-08-09 13:34:00,213,0,119
2,384.52,6.75,57,2019-03-21 16:45:00,2019-12-04 12:15:00,168,257,3
1,283.28,7.26,39,2018-12-10 11:06:00,2018-12-10 11:06:00,110,0,362
2,353.86,4.07,87,2019-06-04 16:41:00,2019-08-13 09:45:00,193,69,116
1,178.26,9.9,18,2019-11-19 12:59:00,2019-11-19 12:59:00,43,0,17
2,272.44,2.43,112,2019-11-22 14:09:00,2019-12-03 12:46:00,252,10,4
2,298.41,3.83,78,2019-02-11 15:18:00,2019-10-28 12:18:00,232,258,40
2,240.0,15.0,16,2019-01-29 14:53:00,2019-08-22 13:30:00,141,204,106
2,603.37,4.87,124,2018-12-04 12:55:00,2019-07-12 15:01:00,410,220,147
5,1253.36,104.45,12,2018-12-06 13:30:00,2019-10-16 12:56:00,367,313,51
1,63.44,2.76,23,2019-05-13 14:32:00,2019-05-13 14:32:00,36,0,207
2,562.9,4.43,127,2019-06-10 12:00:00,2019-07-22 10:49:00,394,41,138
3,310.64,3.88,80,2019-07-13 11:57:00,2019-12-05 14:12:00,161,145,1
2,317.62,8.36,38,2019-08-02 17:19:00,2019-08-02 17:22:00,159,0,126
4,763.64,127.27,6,2019-04-06 13:20:00,2019-08-22 10:06:00,844,137,107
4,2148.63,18.85,114,2019-03-20 12:05:00,2019-10-26 16:37:00,1778,220,41
1,111.98,4.15,27,2019-11-02 13:16:00,2019-11-02 13:16:00,79,0,34
2,1065.35,15.44,69,2019-01-19 12:37:00,2019-04-24 12:47:00,430,95,227
1,246.04,16.4,15,2019-04-10 13:10:00,2019-04-10 13:10:00,179,0,240
1,187.83,20.87,9,2019-10-11 11:58:00,2019-10-11 11:58:00,48,0,57
3,1703.41,18.12,94,2019-02-11 11:36:00,2019-07-30 14:29:00,1877,169,129
6,1652.58,5.66,292,2019-01-05 14:31:00,2019-10-08 14:38:00,1364,276,59
1,153.92,3.42,45,2019-11-16 12:47:00,2019-11-16 12:47:00,118,0,21
7,1064.11,8.58,124,2018-11-30 12:22:00,2019-11-11 13:27:00,559,346,25
7,1419.73,10.0,142,2018-12-14 13:33:00,2019-11-28 16:09:00,1203,349,8
3,944.41,8.51,111,2019-06-10 13:51:00,2019-11-06 12:01:00,520,148,31
2,525.24,5.15,102,2019-11-21 15:53:00,2019-12-04 12:38:00,404,12,3
1,550.8,550.8,1,2019-02-02 13:04:00,2019-02-02 13:04:00,72,0,307
9,1875.11,13.89,135,2018-12-11 14:55:00,2019-11-29 14:37:00,1140,352,7
3,556.95,8.07,69,2019-10-04 12:22:00,2019-11-09 10:49:00,294,35,28
1,131.78,2.58,51,2019-11-20 14:43:00,2019-11-20 14:43:00,67,0,16
2,498.42,16.61,30,2019-08-05 12:21:00,2019-08-28 16:43:00,387,23,100
4,669.11,11.74,57,2019-06-17 16:04:00,2019-11-26 12:01:00,678,161,11
1,197.63,2.99,66,2019-11-16 13:43:00,2019-11-16 13:43:00,149,0,20
5,1135.63,14.38,79,2019-02-05 10:14:00,2019-11-23 09:36:00,575,290,14
1,250.04,4.72,53,2018-12-11 13:32:00,2018-12-11 13:32:00,144,0,360
19,8631.31,130.78,66,2018-12-19 13:34:00,2019-11-27 12:14:00,11491,342,10
1,82.75,6.9,12,2019-09-03 15:20:00,2019-09-03 15:20:00,41,0,94
2,1384.85,25.18,55,2019-01-25 10:56:00,2019-09-20 14:11:00,1005,238,77
3,644.3,46.02,14,2019-07-01 13:12:00,2019-07-22 11:52:00,372,20,138
1,2328.84,97.04,24,2019-11-06 15:45:00,2019-11-06 15:45:00,1402,0,30
8,2527.92,19.3,131,2019-01-29 11:25:00,2019-11-13 09:41:00,1896,287,24
38,6292.26,13.3,473,2018-12-15 12:24:00,2019-12-06 12:15:00,3888,355,1
3,2600.34,288.93,9,2019-09-09 12:45:00,2019-10-22 17:19:00,1146,43,45
3,1200.62,16.45,73,2018-12-04 15:38:00,2019-08-29 13:31:00,634,267,99
2,700.86,6.55,107,2019-10-01 11:34:00,2019-11-29 13:41:00,373,59,7
7,921.07,4.61,200,2019-02-18 14:38:00,2019-11-22 17:29:00,776,277,14
4,990.23,19.8,50,2018-12-06 12:45:00,2019-11-20 10:34:00,844,348,17
1,96.8,16.13,6,2019-03-02 13:09:00,2019-03-02 13:09:00,60,0,279
2,523.11,15.85,33,2019-01-26 15:29:00,2019-11-23 14:24:00,142,300,13
2,363.9,60.65,6,2019-10-01 11:26:00,2019-11-15 08:56:00,120,44,22
1,175.2,175.2,1,2019-08-06 11:55:00,2019-08-06 11:55:00,16,0,123
1,494.25,17.65,28,2019-09-13 10:11:00,2019-09-13 10:11:00,375,0,85
2,307.02,27.91,11,2019-02-02 09:03:00,2019-02-08 14:59:00,315,6,301
4,2027.87,3.73,543,2019-01-31 17:06:00,2019-07-09 14:55:00,1269,158,150
8,6643.93,8.82,753,2018-12-11 12:57:00,2019-11-20 14:23:00,3128,344,16
2,243.36,27.04,9,2018-12-07 14:44:00,2019-09-04 13:29:00,152,270,93
11,12353.29,30.35,407,2018-12-06 15:56:00,2019-11-08 10:45:00,5967,336,29
3,781.36,4.27,183,2018-12-06 12:46:00,2019-07-04 12:33:00,489,209,156
1,193.64,11.39,17,2018-12-17 15:07:00,2018-12-17 15:07:00,56,0,354
