Frequency,Monetary,Recency,CustomerID,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster
1,1201.49,10,16800,5,2,4,524,Potential Loyalists,0
4,1619.73,162,16801,2,4,4,244,At Risk,5
1,332.3,64,16803,3,2,2,322,Lost,0
3,536.99,22,16804,4,4,3,443,Loyal Customers,0
2,460.59,173,16805,2,3,2,232,At Risk,5
4,801.49,102,16806,2,4,3,243,At Risk,5
3,1121.59,142,16807,2,4,4,244,At Risk,5
2,288.42,98,16808,2,3,2,232,At Risk,5
5,914.69,22,16809,4,4,3,443,Loyal Customers,0
1,309.54,191,16810,1,2,2,122,About to Sleep,5
2,547.07,4,16811,5,3,3,533,Loyal Customers,0
1,479.35,360,16812,1,2,2,122,About to Sleep,1
10,1692.98,7,16813,5,5,4,554,Champions,7
21,6509.1,13,16814,4,5,5,455,Champions,4
4,417.06,102,16816,2,4,2,242,At Risk,5
9,1604.75,2,16817,5,5,4,554,Champions,7
11,3349.57,10,16818,5,5,5,555,Champions,7
1,497.61,95,16820,2,2,3,223,About to Sleep,0
1,358.38,226,16823,1,2,2,122,About to Sleep,1
2,460.64,15,16824,4,3,2,432,Loyal Customers,0
2,775.18,38,16825,3,3,3,333,Loyal Customers,0
1,341.7,50,16826,3,2,2,322,Lost,0
2,128.5,92,16828,2,3,1,231,At Risk,0
1,197.22,156,16829,2,2,1,221,About to Sleep,5
1,325.91,38,16830,3,2,2,322,Lost,0
3,199.15,183,16832,1,4,1,141,At Risk,5
4,1106.53,0,16833,5,4,4,544,Champions,0
1,413.46,227,16834,1,2,2,122,About to Sleep,1
2,180.85,127,16835,2,3,1,231,At Risk,5
2,251.87,39,16836,3,3,2,332,Loyal Customers,0
11,3170.98,30,16837,4,5,5,455,Champions,7
2,588.85,196,16838,1,3,3,133,At Risk,5
34,16594.35,8,16839,5,5,5,555,Champions,4
6,1869.82,36,16841,3,5,4,354,Loyal Customers,0
3,1264.19,100,16842,2,4,4,244,At Risk,5
16,10196.57,42,16843,3,5,5,355,Loyal Customers,7
1,214.32,49,16846,3,2,1,321,Lost,0
1,193.44,42,16847,3,2,1,321,Lost,0
1,281.42,52,16848,3,2,2,322,Lost,0
1,124.57,186,16849,1,2,1,121,About to Sleep,5
1,332.41,333,16850,1,2,2,122,About to Sleep,1
3,342.45,3,16851,5,4,2,542,Loyal Customers,0
2,144.91,9,16852,5,3,1,531,Loyal Customers,0
2,328.4,23,16855,4,3,2,432,Loyal Customers,0
1,35.4,14,16856,4,2,1,421,Potential Loyalists,0
1,375.69,368,16858,1,2,2,122,About to Sleep,1
2,747.81,144,16859,2,3,3,233,At Risk,5
2,173.76,59,16861,3,3,1,331,Loyal Customers,0
2,502.8,30,16863,4,3,3,433,Loyal Customers,0
3,207.74,140,16866,2,4,1,241,At Risk,5
4,825.42,22,16869,4,4,3,443,Loyal Customers,0
6,2812.34,21,16871,4,5,5,455,Champions,0
3,680.02,76,16872,2,4,3,243,At Risk,0
6,7123.62,4,16873,5,5,5,555,Champions,7
5,2095.53,66,16875,3,4,5,345,Loyal Customers,0
6,853.72,11,16877,5,5,3,553,Loyal Customers,0
1,13.3,83,16878,2,2,1,221,About to Sleep,0
7,1519.08,30,16880,4,5,4,454,Champions,7
1,432.0,66,16881,3,2,2,322,Lost,0
3,705.12,66,16882,3,4,3,343,Loyal Customers,0
2,276.73,186,16883,1,3,2,132,At Risk,5
2,429.84,37,16884,3,3,2,332,Loyal Customers,0
3,471.51,14,16885,4,4,2,442,Loyal Customers,0
1,194.88,34,16887,3,2,1,321,Lost,0
3,1578.67,194,16889,1,4,4,144,At Risk,5
5,809.7,1,16891,5,4,3,543,Loyal Customers,0
5,525.54,0,16892,5,4,3,543,Loyal Customers,0
1,145.93,366,16893,1,2,1,121,About to Sleep,1
1,219.14,64,16895,3,2,1,321,Lost,0
2,289.78,298,16897,1,3,2,132,At Risk,1
3,508.81,25,16898,4,4,3,443,Loyal Customers,0
6,1281.56,7,16899,5,5,4,554,Champions,0
3,887.11,16,16900,4,4,3,443,Loyal Customers,0
1,1706.88,115,16902,2,2,4,224,About to Sleep,5
1,373.24,28,16903,4,2,2,422,Potential Loyalists,0
16,3754.27,3,16904,5,5,5,555,Champions,7
7,3102.43,4,16905,5,5,5,555,Champions,7
4,579.77,81,16906,2,4,3,243,At Risk,0
5,981.65,28,16907,4,4,4,444,Champions,0
1,379.14,71,16909,2,2,2,222,About to Sleep,0
8,1510.06,3,16910,5,5,4,554,Champions,7
11,2575.38,28,16912,4,5,5,455,Champions,7
1,113.44,289,16913,1,2,1,121,About to Sleep,1
1,208.46,35,16914,3,2,1,321,Lost,0
6,621.68,8,16915,5,5,3,553,Loyal Customers,0
2,576.26,23,16916,4,3,3,433,Loyal Customers,0
1,391.52,276,16917,1,2,2,122,About to Sleep,1
6,1068.82,49,16918,3,5,4,354,Loyal Customers,0
11,2596.45,155,16919,2,5,5,255,At Risk,5
1,169.79,60,16921,3,2,1,321,Lost,0
19,7247.61,11,16923,5,5,5,555,Champions,4
3,846.75,20,16924,4,4,3,443,Loyal Customers,0
1,230.25,370,16926,1,2,1,121,About to Sleep,1
3,543.05,115,16927,2,4,3,243,At Risk,5
17,2847.6,79,16928,2,5,5,255,At Risk,7
7,1295.39,3,16929,5,5,4,554,Champions,7
3,380.55,25,16930,4,4,2,442,Loyal Customers,0
21,4604.22,4,16931,5,5,5,555,Champions,4
1,161.94,52,16932,3,2,1,321,Lost,0
2,563.23,0,16933,5,3,3,533,Loyal Customers,0
2,950.93,54,16934,3,3,4,334,Loyal Customers,0
1,262.68,25,16936,4,2,2,422,Potential Loyalists,0
4,2736.38,8,16938,5,4,5,545,Champions,0
3,3049.88,51,16940,3,4,5,345,Loyal Customers,0
9,1920.59,12,16942,5,5,4,554,Champions,7
3,816.73,211,16943,1,4,3,143,At Risk,5
19,4345.5,21,16945,4,5,5,455,Champions,7
1,406.48,235,16947,1,2,2,122,About to Sleep,1
3,435.02,138,16948,2,4,2,242,At Risk,5
6,1286.27,3,16949,5,5,4,554,Champions,0
3,1178.56,56,16950,3,4,4,344,Loyal Customers,0
3,1277.75,134,16951,2,4,4,244,At Risk,5
2,167.61,108,16952,2,3,1,231,At Risk,5
1,20.8,29,16953,4,2,1,421,Potential Loyalists,0
9,2085.08,0,16954,5,5,5,555,Champions,7
4,518.67,184,16955,1,4,3,143,At Risk,5
1,308.74,17,16956,4,2,2,422,Potential Loyalists,0
2,416.64,238,16957,1,3,2,132,At Risk,1
1,117.35,86,16959,2,2,1,221,About to Sleep,0
3,507.05,38,16960,3,4,3,343,Loyal Customers,0
1,234.17,115,16961,2,2,1,221,About to Sleep,5
1,110.55,186,16963,1,2,1,121,About to Sleep,5
1,201.19,226,16965,1,2,1,121,About to Sleep,1
7,2154.97,7,16966,5,5,5,555,Champions,7
1,319.02,188,16967,1,2,2,122,About to Sleep,5
2,439.43,3,16968,5,3,2,532,Loyal Customers,0
3,650.41,38,16969,3,4,3,343,Loyal Customers,0
1,357.21,37,16971,3,2,2,322,Lost,0
1,251.52,266,16976,1,2,2,122,About to Sleep,1
1,344.33,77,16978,2,2,2,222,About to Sleep,0
6,1852.0,3,16979,5,5,4,554,Champions,0
2,1078.96,254,16980,1,3,4,134,At Risk,1
1,384.06,60,16982,3,2,2,322,Lost,0
7,1931.25,12,16983,5,5,4,554,Champions,7
2,4481.35,87,16984,2,3,5,235,At Risk,0
10,5464.12,16,16985,4,5,5,455,Champions,7
2,1873.2,29,16986,4,3,4,434,Loyal Customers,0
7,1625.05,2,16987,5,5,4,554,Champions,7
1,126.12,4,16988,5,2,1,521,Potential Loyalists,0
6,1133.25,6,16989,5,5,4,554,Champions,0
1,179.0,218,16990,1,2,1,121,About to Sleep,5
5,1614.31,10,16992,5,4,4,544,Champions,0
6,1456.96,29,16996,4,5,4,454,Champions,0
3,702.0,287,16997,1,4,3,143,At Risk,1
4,295.0,149,16998,2,4,2,242,At Risk,5
2,484.82,22,16999,4,3,2,432,Loyal Customers,0
11,3989.57,0,17001,5,5,5,555,Champions,7
3,1493.73,85,17002,2,4,4,244,At Risk,0
2,1412.94,45,17004,3,3,4,334,Loyal Customers,0
4,781.78,4,17006,5,4,3,543,Loyal Customers,0
6,889.93,50,17007,3,5,3,353,Loyal Customers,0
1,195.36,17,17010,4,2,1,421,Potential Loyalists,0
1,270.9,29,17011,4,2,2,422,Potential Loyalists,0
3,586.33,7,17014,5,4,3,543,Loyal Customers,0
3,1842.56,28,17015,4,4,4,444,Champions,0
20,8694.26,2,17017,5,5,5,555,Champions,4
2,920.1,40,17018,3,3,3,333,Loyal Customers,0
4,1272.61,10,17019,5,4,4,544,Champions,0
1,71.0,30,17022,4,2,1,421,Potential Loyalists,0
3,95.85,44,17024,3,4,1,341,Loyal Customers,0
3,357.77,60,17025,3,4,2,342,Loyal Customers,0
2,154.83,184,17026,1,3,1,131,At Risk,5
6,890.29,78,17027,2,5,3,253,At Risk,0
2,716.0,110,17029,2,3,3,233,At Risk,5
1,146.87,63,17030,3,2,1,321,Lost,0
2,380.35,11,17031,5,3,2,532,Loyal Customers,0
3,1030.14,85,17033,2,4,4,244,At Risk,0
3,745.52,15,17034,4,4,3,443,Loyal Customers,0
2,433.53,245,17035,1,3,2,132,At Risk,1
1,1267.32,87,17037,2,2,4,224,About to Sleep,0
1,112.4,29,17038,4,2,1,421,Potential Loyalists,0
1,449.73,137,17040,2,2,2,222,About to Sleep,5
3,1081.57,26,17041,4,4,4,444,Champions,0
5,1044.38,2,17042,5,4,4,544,Champions,0
4,1735.18,31,17043,4,4,4,444,Champions,0
1,948.48,24,17044,4,2,4,424,Potential Loyalists,0
3,339.44,112,17045,2,4,2,242,At Risk,5
1,642.02,156,17046,2,2,3,223,About to Sleep,5
3,1100.9,84,17047,2,4,4,244,At Risk,0
3,925.35,117,17048,2,4,3,243,At Risk,5
9,5659.98,2,17049,5,5,5,555,Champions,7
6,3228.84,95,17050,2,5,5,255,At Risk,0
1,247.14,193,17051,1,2,1,121,About to Sleep,5
1,413.75,27,17052,4,2,2,422,Potential Loyalists,0
1,498.48,130,17053,2,2,3,223,About to Sleep,5
5,1356.33,27,17054,4,4,4,444,Champions,0
3,1179.89,81,17058,2,4,4,244,At Risk,0
5,3095.04,29,17059,4,4,5,445,Champions,0
1,234.24,265,17060,1,2,1,121,About to Sleep,1
11,5232.23,73,17061,2,5,5,255,At Risk,7
4,538.37,313,17062,1,4,3,143,At Risk,1
7,1461.14,20,17063,4,5,4,454,Champions,7
3,859.35,58,17064,3,4,3,343,Loyal Customers,0
21,4552.14,11,17068,5,5,5,555,Champions,4
9,2709.7,27,17069,4,5,5,455,Champions,7
1,312.14,113,17070,2,2,2,222,About to Sleep,5
9,2429.03,27,17071,4,5,5,455,Champions,7
4,1446.09,17,17073,4,4,4,444,Champions,0
4,834.12,17,17075,4,4,3,443,Loyal Customers,0
3,841.08,35,17076,3,4,3,343,Loyal Customers,0
2,378.2,35,17078,3,3,2,332,Loyal Customers,0
1,118.8,77,17079,2,2,1,221,About to Sleep,0
2,287.62,21,17080,4,3,2,432,Loyal Customers,0
2,290.16,24,17081,4,3,2,432,Loyal Customers,0
2,2003.85,32,17082,3,3,4,334,Loyal Customers,0
3,1405.78,108,17083,2,4,4,244,At Risk,5
2,2949.75,34,17084,3,3,5,335,Loyal Customers,0
5,1566.65,122,17085,2,4,4,244,At Risk,5
6,2050.08,6,17086,5,5,4,554,Champions,0
4,1991.01,27,17088,4,4,4,444,Champions,0
7,2043.95,3,17090,5,5,4,554,Champions,7
9,3827.76,2,17091,5,5,5,555,Champions,7
4,1777.78,49,17092,3,4,4,344,Loyal Customers,0
1,302.0,321,17094,1,2,2,122,About to Sleep,1
3,1324.16,22,17095,4,4,4,444,Champions,0
4,1022.13,14,17096,4,4,4,444,Champions,0
8,954.42,1,17097,5,5,4,554,Champions,7
2,971.74,17,17100,4,3,4,434,Loyal Customers,0
4,1621.73,9,17101,5,4,4,544,Champions,0
1,25.5,261,17102,1,2,1,121,About to Sleep,1
2,665.78,158,17105,2,3,3,233,At Risk,5
6,10815.43,32,17107,3,5,5,355,Loyal Customers,7
6,885.04,28,17109,4,5,3,453,Loyal Customers,0
1,163.3,164,17110,2,2,1,221,About to Sleep,5
1,248.61,46,17111,3,2,1,321,Lost,0
8,808.62,5,17114,5,5,3,553,Loyal Customers,7
3,837.5,7,17115,5,4,3,543,Loyal Customers,0
1,116.2,287,17117,1,2,1,121,About to Sleep,1
1,157.02,317,17118,1,2,1,121,About to Sleep,1
2,606.91,2,17119,5,3,3,533,Loyal Customers,0
1,307.46,232,17120,1,2,2,122,About to Sleep,1
1,138.32,118,17122,2,2,1,221,About to Sleep,5
1,345.3,161,17123,2,2,2,222,About to Sleep,5
1,298.89,184,17124,1,2,2,122,About to Sleep,5
1,259.35,49,17125,3,2,2,322,Lost,0
5,1004.75,151,17126,2,4,4,244,At Risk,5
1,157.09,334,17128,1,2,1,121,About to Sleep,1
5,2463.17,4,17131,5,4,5,545,Champions,0
7,4892.24,15,17133,4,5,5,455,Champions,7
2,425.0,106,17134,2,3,2,232,At Risk,5
7,1139.73,15,17135,4,5,4,454,Champions,7
1,380.5,275,17138,1,2,2,122,About to Sleep,1
12,10668.47,15,17139,4,5,5,455,Champions,7
1,465.32,246,17140,1,2,2,122,About to Sleep,1
1,579.0,238,17142,1,2,3,123,About to Sleep,1
2,984.57,0,17144,5,3,4,534,Loyal Customers,0
3,749.78,105,17146,2,4,3,243,At Risk,5
4,1714.59,22,17147,4,4,4,444,Champions,0
1,124.88,51,17148,3,2,1,321,Lost,0
3,1689.5,194,17152,1,4,4,144,At Risk,5
1,213.78,23,17153,4,2,1,421,Potential Loyalists,0
1,329.34,74,17154,2,2,2,222,About to Sleep,0
2,251.7,17,17155,4,3,2,432,Loyal Customers,0
2,319.0,7,17157,5,3,2,532,Loyal Customers,0
3,1266.97,31,17158,4,4,4,444,Champions,0
3,1538.88,21,17159,4,4,4,444,Champions,0
6,3518.03,30,17160,4,5,5,455,Champions,0
10,1715.46,28,17162,4,5,4,454,Champions,7
2,293.1,21,17163,4,3,2,432,Loyal Customers,0
7,2467.35,32,17164,3,5,5,355,Loyal Customers,7
1,158.68,283,17165,1,2,1,121,About to Sleep,1
2,206.34,38,17166,3,3,1,331,Loyal Customers,0
2,835.78,57,17169,3,3,3,333,Loyal Customers,0
1,224.91,288,17171,1,2,1,121,About to Sleep,1
1,317.76,78,17172,2,2,2,222,About to Sleep,0
8,3766.6,4,17173,5,5,5,555,Champions,7
1,59.9,217,17174,1,2,1,121,About to Sleep,5
4,1443.69,43,17175,3,4,4,344,Loyal Customers,0
1,306.13,201,17176,1,2,2,122,About to Sleep,5
3,711.79,177,17179,2,4,3,243,At Risk,5
4,796.03,55,17180,3,4,3,343,Loyal Customers,0
2,239.92,56,17181,3,3,1,331,Loyal Customers,0
6,3347.31,7,17183,5,5,5,555,Champions,7
2,144.0,46,17186,3,3,1,331,Loyal Customers,0
1,203.95,226,17187,1,2,1,121,About to Sleep,1
7,2474.23,10,17188,5,5,5,555,Champions,7
2,384.4,105,17189,2,3,2,232,At Risk,5
2,444.74,58,17190,3,3,2,332,Loyal Customers,0
7,2095.13,27,17191,4,5,5,455,Champions,7
7,1699.3,35,17193,3,5,4,354,Loyal Customers,7
2,262.62,273,17194,1,3,2,132,At Risk,1
1,1013.01,29,17197,4,2,4,424,Potential Loyalists,0
3,692.22,23,17198,4,4,3,443,Loyal Customers,0
1,342.63,53,17201,3,2,2,322,Lost,0
6,3563.85,35,17203,3,5,5,355,Loyal Customers,0
4,1564.56,174,17204,2,4,4,244,At Risk,5
1,384.08,53,17205,3,2,2,322,Lost,0
1,204.24,52,17206,3,2,1,321,Lost,0
8,2317.22,26,17211,4,5,5,455,Champions,7
1,226.85,252,17212,1,2,1,121,About to Sleep,1
7,2781.23,39,17213,3,5,5,355,Loyal Customers,7
6,1069.12,59,17214,3,5,4,354,Loyal Customers,0
1,113.5,233,17217,1,2,1,121,About to Sleep,1
10,1960.72,3,17218,5,5,4,554,Champions,7
1,114.23,31,17219,4,2,1,421,Potential Loyalists,0
14,3198.25,23,17220,4,5,5,455,Champions,7
2,335.13,6,17221,5,3,2,532,Loyal Customers,0
1,354.15,64,17222,3,2,2,322,Lost,0
2,426.79,309,17223,1,3,2,132,At Risk,1
1,393.49,308,17226,1,2,2,122,About to Sleep,1
6,939.32,18,17227,4,5,3,453,Loyal Customers,0
8,1906.09,15,17228,4,5,4,454,Champions,7
2,318.76,95,17229,2,3,2,232,At Risk,0
8,3638.41,263,17230,1,5,5,155,At Risk,1
10,3174.32,11,17231,5,5,5,555,Champions,7
2,421.52,2,17232,5,3,2,532,Loyal Customers,0
1,190.88,34,17233,3,2,1,321,Lost,0
1,149.89,182,17234,1,2,1,121,About to Sleep,5
2,550.06,24,17235,4,3,3,433,Loyal Customers,0
6,916.13,12,17236,5,5,3,553,Loyal Customers,0
2,314.69,10,17237,5,3,2,532,Loyal Customers,0
17,3744.65,2,17238,5,5,5,555,Champions,7
1,382.5,312,17239,1,2,2,122,About to Sleep,1
2,1135.04,107,17242,2,3,4,234,At Risk,5
26,8676.85,0,17243,5,5,5,555,Champions,4
1,954.9,52,17244,3,2,4,324,Promising,0
1,171.45,204,17245,1,2,1,121,About to Sleep,5
1,282.19,14,17247,4,2,2,422,Potential Loyalists,0
1,318.65,119,17248,2,2,2,222,About to Sleep,5
2,384.52,3,17250,5,3,2,532,Loyal Customers,0
1,283.28,362,17251,1,2,2,122,About to Sleep,1
2,353.86,116,17252,2,3,2,232,At Risk,5
1,178.26,17,17253,4,2,1,421,Potential Loyalists,0
2,272.44,4,17254,5,3,2,532,Loyal Customers,0
2,298.41,40,17255,3,3,2,332,Loyal Customers,0
2,240.0,106,17256,2,3,1,231,At Risk,5
2,603.37,147,17259,2,3,3,233,At Risk,5
5,1253.36,51,17262,3,4,4,344,Loyal Customers,0
1,63.44,207,17263,1,2,1,121,About to Sleep,5
2,562.9,138,17265,2,3,3,233,At Risk,5
3,310.64,1,17266,5,4,2,542,Loyal Customers,0
2,317.62,126,17267,2,3,2,232,At Risk,5
4,763.64,107,17268,2,4,3,243,At Risk,5
4,2148.63,41,17272,3,4,5,345,Loyal Customers,0
1,111.98,34,17274,3,2,1,321,Lost,0
2,1065.35,227,17277,1,3,4,134,At Risk,1
1,246.04,240,17278,1,2,1,121,About to Sleep,1
1,187.83,57,17279,3,2,1,321,Lost,0
3,1703.41,129,17282,2,4,4,244,At Risk,5
6,1652.58,59,17284,3,5,4,354,Loyal Customers,0
1,153.92,21,17286,4,2,1,421,Potential Loyalists,0
7,1064.11,25,17287,4,5,4,454,Champions,7
7,1419.73,8,17288,5,5,4,554,Champions,7
3,944.41,31,17289,4,4,4,444,Champions,0
2,525.24,3,17290,5,3,3,533,Loyal Customers,0
1,550.8,307,17291,1,2,3,123,About to Sleep,1
9,1875.11,7,17293,5,5,4,554,Champions,7
3,556.95,28,17295,4,4,3,443,Loyal Customers,0
1,131.78,16,17297,4,2,1,421,Potential Loyalists,0
2,498.42,100,17298,2,3,3,233,At Risk,5
4,669.11,11,17299,5,4,3,543,Loyal Customers,0
1,197.63,20,17301,4,2,1,421,Potential Loyalists,0
5,1135.63,14,17302,4,4,4,444,Champions,0
1,250.04,360,17303,1,2,1,121,About to Sleep,1
19,8631.31,10,17306,5,5,5,555,Champions,4
1,82.75,94,17309,2,2,1,221,About to Sleep,0
2,1384.85,77,17311,2,3,4,234,At Risk,0
3,644.3,138,17312,2,4,3,243,At Risk,5
1,2328.84,30,17313,4,2,5,425,Potential Loyalists,0
8,2527.92,24,17314,4,5,5,455,Champions,7
38,6292.26,1,17315,5,5,5,555,Champions,4
3,2600.34,45,17317,3,4,5,345,Loyal Customers,0
3,1200.62,99,17320,2,4,4,244,At Risk,5
2,700.86,7,17321,5,3,3,533,Loyal Customers,0
7,921.07,14,17323,4,5,3,453,Loyal Customers,7
4,990.23,17,17324,4,4,4,444,Champions,0
1,96.8,279,17325,1,2,1,121,About to Sleep,1
2,523.11,13,17329,4,3,3,433,Loyal Customers,0
2,363.9,22,17330,4,3,2,432,Loyal Customers,0
1,175.2,123,17331,2,2,1,221,About to Sleep,5
1,494.25,85,17333,2,2,3,223,About to Sleep,0
2,307.02,301,17334,1,3,2,132,At Risk,1
4,2027.87,150,17337,2,4,4,244,At Risk,5
8,6643.93,16,17338,4,5,5,455,Champions,7
2,243.36,93,17339,2,3,1,231,At Risk,0
11,12353.29,29,17340,4,5,5,455,Champions,7
3,781.36,156,17341,2,4,3,243,At Risk,5
1,193.64,354,17343,1,2,1,121,About to Sleep,1
1,160.57,45,17344,3,2,1,321,Lost,0
4,537.74,14,17345,4,4,3,443,Loyal Customers,0
15,2676.56,3,17346,5,5,5,555,Champions,7
1,228.96,85,17347,2,2,1,221,About to Sleep,0
5,1159.52,14,17348,4,4,4,444,Champions,0
1,110.75,178,17349,1,2,1,121,About to Sleep,5
4,1286.07,7,17350,5,4,4,544,Champions,0
3,587.15,35,17351,3,4,3,343,Loyal Customers,0
2,1740.0,128,17353,2,3,4,234,At Risk,5
1,1393.06,50,17354,3,2,4,324,Promising,0
1,178.22,311,17356,1,2,1,121,About to Sleep,1
2,388.14,23,17357,4,3,2,432,Loyal Customers,0
2,365.85,302,17358,1,3,2,132,At Risk,1
1,127.86,10,17359,5,2,1,521,Potential Loyalists,0
3,585.79,16,17360,4,4,3,443,Loyal Customers,0
3,488.2,48,17361,3,4,2,342,Loyal Customers,0
2,312.23,238,17362,1,3,2,132,At Risk,1
11,4481.18,0,17364,5,5,5,555,Champions,7
8,4801.56,12,17365,5,5,5,555,Champions,7
1,168.4,237,17367,1,2,1,121,About to Sleep,1
8,1912.67,22,17368,4,5,4,454,Champions,7
4,446.18,72,17370,2,4,2,242,At Risk,0
3,423.89,16,17371,4,4,2,442,Loyal Customers,0
8,1342.68,40,17372,3,5,4,354,Loyal Customers,7
4,646.92,39,17373,3,4,3,343,Loyal Customers,0
2,495.77,218,17374,1,3,3,133,At Risk,5
3,400.1,198,17375,1,4,2,142,At Risk,5
2,203.2,70,17376,3,3,1,331,Loyal Customers,0
20,4100.92,23,17377,4,5,5,455,Champions,7
1,404.66,10,17379,5,2,2,522,Potential Loyalists,0
29,20275.61,8,17381,5,5,5,555,Champions,4
1,65.4,64,17382,3,2,1,321,Lost,0
1,199.29,3,17383,5,2,1,521,Potential Loyalists,0
2,336.4,18,17384,4,3,2,432,Loyal Customers,0
1,261.11,14,17385,4,2,2,422,Potential Loyalists,0
6,2686.42,7,17386,5,5,5,555,Champions,7
2,784.11,19,17387,4,3,3,433,Loyal Customers,0
4,1259.56,77,17388,2,4,4,244,At Risk,0
34,31833.68,0,17389,5,5,5,555,Champions,4
2,508.8,163,17391,2,3,3,233,At Risk,5
2,457.91,306,17392,1,3,2,132,At Risk,1
1,203.87,218,17394,1,2,1,121,About to Sleep,5
8,7330.8,38,17396,3,5,5,355,Loyal Customers,7
2,696.41,21,17397,4,3,3,433,Loyal Customers,0
3,653.38,114,17398,2,4,3,243,At Risk,5
5,2129.96,125,17400,2,4,5,245,At Risk,5
13,2633.85,4,17402,5,5,5,555,Champions,7
1,281.62,35,17403,3,2,2,322,Lost,0
15,31906.82,3,17404,5,5,5,555,Champions,4
3,1031.41,0,17405,5,4,4,544,Champions,0
3,2200.42,332,17406,1,4,5,145,At Risk,1
1,32.65,162,17408,2,2,1,221,About to Sleep,5
2,771.85,184,17409,1,3,3,133,At Risk,5
5,1214.72,15,17410,4,4,4,444,Champions,0
3,778.94,11,17411,5,4,3,543,Loyal Customers,0
7,1258.06,2,17412,5,5,4,554,Champions,7
2,778.0,43,17414,3,3,3,333,Loyal Customers,0
1,507.84,79,17415,2,2,3,223,About to Sleep,0
7,6893.42,29,17416,4,5,5,455,Champions,7
2,463.46,41,17418,3,3,2,332,Loyal Customers,0
12,4226.57,10,17419,5,5,5,555,Champions,7
3,598.83,49,17420,3,4,3,343,Loyal Customers,0
6,1979.37,15,17422,4,5,4,454,Champions,0
2,698.41,45,17423,3,3,3,333,Loyal Customers,0
2,759.17,18,17425,4,3,3,433,Loyal Customers,0
6,5037.26,7,17426,5,5,5,555,Champions,7
1,100.8,71,17427,2,2,1,221,About to Sleep,0
28,17256.85,0,17428,5,5,5,555,Champions,4
3,524.92,127,17429,2,4,3,243,At Risk,5
2,265.76,32,17430,3,3,2,332,Loyal Customers,0
1,403.3,312,17431,1,2,2,122,About to Sleep,1
2,365.76,17,17432,4,3,2,432,Loyal Customers,0
1,303.16,87,17433,2,2,2,222,About to Sleep,0
7,2373.82,1,17434,5,5,5,555,Champions,7
2,216.3,1,17436,5,3,1,531,Loyal Customers,0
1,388.45,253,17438,1,2,2,122,About to Sleep,1
3,186.42,156,17440,2,4,1,241,At Risk,5
6,2248.56,36,17442,3,5,5,355,Loyal Customers,0
1,534.24,219,17443,1,2,3,123,About to Sleep,5
3,2940.04,147,17444,2,4,5,245,At Risk,5
2,120.9,176,17446,2,3,1,231,At Risk,5
2,541.53,39,17447,3,3,3,333,Loyal Customers,0
7,2520.86,1,17449,5,5,5,555,Champions,7
46,194550.79,7,17450,5,5,5,555,Champions,6
7,1721.4,0,17451,5,5,4,554,Champions,7
2,486.72,17,17453,4,3,2,432,Loyal Customers,0
4,517.53,191,17454,1,4,3,143,At Risk,5
1,131.7,203,17455,1,2,1,121,About to Sleep,5
1,249.86,364,17456,1,2,1,121,About to Sleep,1
5,1737.7,126,17457,2,4,4,244,At Risk,5
1,316.5,14,17458,4,2,2,422,Potential Loyalists,0
2,657.3,42,17459,3,3,3,333,Loyal Customers,0
6,622.43,93,17460,2,5,3,253,At Risk,0
3,757.46,22,17461,4,4,3,443,Loyal Customers,0
2,675.69,59,17462,3,3,3,333,Loyal Customers,0
5,1896.41,15,17463,4,4,4,444,Champions,0
1,289.96,157,17464,2,2,2,222,About to Sleep,5
2,763.28,9,17466,5,3,3,533,Loyal Customers,0
2,137.0,9,17468,5,3,1,531,Loyal Customers,0
5,1870.97,15,17469,4,4,4,444,Champions,0
5,1125.07,44,17470,3,4,4,344,Loyal Customers,0
3,710.29,190,17472,1,4,3,143,At Risk,5
1,194.37,78,17475,2,2,1,221,About to Sleep,0
1,511.82,77,17480,2,2,3,223,About to Sleep,0
4,1255.59,3,17481,5,4,4,544,Champions,0
3,414.04,64,17483,3,4,2,342,Loyal Customers,0
1,396.87,260,17486,1,2,2,122,About to Sleep,1
2,376.64,58,17489,3,3,2,332,Loyal Customers,0
7,2092.32,0,17490,5,5,5,555,Champions,7
10,3558.87,0,17491,5,5,5,555,Champions,7
1,374.57,247,17492,1,2,2,122,About to Sleep,1
2,497.56,7,17495,5,3,3,533,Loyal Customers,0
1,271.05,358,17496,1,2,2,122,About to Sleep,1
1,272.22,75,17498,2,2,2,222,About to Sleep,0
1,622.88,289,17499,1,2,3,123,About to Sleep,1
3,1138.0,16,17500,4,4,4,444,Champions,0
2,288.6,220,17501,1,3,2,132,At Risk,5
4,689.1,8,17502,5,4,3,543,Loyal Customers,0
2,558.96,2,17503,5,3,3,533,Loyal Customers,0
9,2997.03,205,17504,1,5,5,155,At Risk,5
2,1145.84,161,17505,2,3,4,234,At Risk,5
1,302.2,75,17506,2,2,2,222,About to Sleep,0
2,605.58,261,17507,1,3,3,133,At Risk,1
1,387.31,280,17508,1,2,2,122,About to Sleep,1
8,6115.14,57,17509,3,5,5,355,Loyal Customers,7
1,308.48,24,17510,4,2,2,422,Potential Loyalists,0
31,91062.38,2,17511,5,5,5,555,Champions,3
10,2924.99,28,17512,4,5,5,455,Champions,7
1,513.2,71,17513,2,2,3,223,About to Sleep,0
